match_id,player,g_1,g_2,g_3,g_4,g_5
Men's Singles - Round of 32 - Match 8,LEE Sang Su,6,11,13,11,0
Men's Singles - Round of 32 - Match 10,FRANZISKA Patrick,11,8,12,9,0
Men's Singles - Round of 32 - Match 10,KAO Cheng-Jui,6,11,14,11,0
Men's Singles - Round of 32 - Match 15,APOLONIA Tiago,9,4,7,0,0
Men's Singles - Round of 32 - Match 15,PANG Yew En Koen,11,11,11,0,0
Men's Singles - Round of 32 - Match 13,GAUZY Simon,10,11,13,11,0
Men's Singles - Round of 32 - Match 13,AN Jaehyun,12,7,11,7,0
Men's Singles - Round of 32 - Match 4,ZHMUDENKO Yaroslav,5,11,7,11,0
Men's Singles - Round of 32 - Match 4,FALCK Mattias,11,9,11,13,0
Men's Singles - Round of 32 - Match 14,ZELJKO Filip,8,11,11,15,0
Men's Singles - Round of 32 - Match 14,ACHANTA Sharath Kamal,11,13,7,17,0
Men's Singles - Round of 32 - Match 2,FILUS Ruwen,9,11,9,11,12
Men's Singles - Round of 32 - Match 2,ALLEGRO Martin,11,6,11,8,10
Men's Singles - Qualifying Round 4 - Match 4,GIONIS Panagiotis,11,9,12,6,11
Men's Singles - Qualifying Round 4 - Match 4,STUMPER Kay,6,11,10,11,4
Men's Singles - Qualifying Round 4 - Match 7,SURAVAJJULA Snehit,11,5,8,11,11
Men's Singles - Qualifying Round 4 - Match 7,LAM Siu Hang,6,11,11,9,9
Men's Singles - Qualifying Round 4 - Match 6,PANG Yew En Koen,11,4,9,11,11
Men's Singles - Qualifying Round 4 - Match 6,EL-BEIALI Mohamed,6,11,11,8,8
Men's Singles - Qualifying Round 4 - Match 5,WANG Yang,11,11,11,0,0
Men's Singles - Qualifying Round 4 - Match 5,HUANG Yan-Cheng,5,4,6,0,0
Men's Singles - Qualifying Round 4 - Match 1,CASSIN Alexandre,10,7,11,8,0
Men's Singles - Qualifying Round 4 - Match 1,FENG Yi-Hsin,12,11,9,11,0
Men's Singles - Qualifying Round 4 - Match 2,ZELJKO Filip,11,11,11,0,0
Men's Singles - Qualifying Round 4 - Match 2,LEBESSON Emmanuel,8,4,5,0,0
Men's Singles - Qualifying Round 4 - Match 8,BOULOUSSA Mehdi,11,10,11,3,0
Men's Singles - Qualifying Round 4 - Match 8,OH Junsung,9,12,13,11,0
Men's Singles - Qualifying Round 4 - Match 3,KOJIC Frane,11,7,4,0,0
Men's Singles - Qualifying Round 4 - Match 3,JANCARIK Lubomir,13,11,11,0,0
Men's Singles - Qualifying Round 3 - Match 14,SHAMS Navid,12,12,13,7,0
Men's Singles - Qualifying Round 3 - Match 14,LAM Siu Hang,14,14,11,11,0
Men's Singles - Qualifying Round 3 - Match 16,YANG Tzu-Yi,7,11,5,0,0
Men's Singles - Qualifying Round 3 - Match 16,OH Junsung,11,13,11,0,0
Men's Singles - Qualifying Round 3 - Match 15,BOULOUSSA Mehdi,11,11,3,4,11
Men's Singles - Qualifying Round 3 - Match 15,DRINKHALL Paul,5,4,11,11,2
Men's Singles - Qualifying Round 3 - Match 11,PANG Yew En Koen,11,10,6,11,11
Men's Singles - Qualifying Round 3 - Match 11,HODAEI Amir Hossein,6,12,11,9,9
Men's Singles - Qualifying Round 3 - Match 13,DE NODREST Leo,6,5,11,11,0
Men's Singles - Qualifying Round 3 - Match 13,SURAVAJJULA Snehit,11,11,5,13,0
Men's Singles - Qualifying Round 3 - Match 12,CHAN Baldwin,12,10,7,7,0
Men's Singles - Qualifying Round 3 - Match 12,EL-BEIALI Mohamed,10,12,11,11,0
Men's Singles - Qualifying Round 3 - Match 10,HUANG Yan-Cheng,11,11,10,11,0
Men's Singles - Qualifying Round 3 - Match 10,GNANASEKARAN Sathiyan,9,7,12,8,0
Men's Singles - Qualifying Round 3 - Match 9,WANG Yang,11,2,11,14,0
Men's Singles - Qualifying Round 3 - Match 9,HO Kwan Kit,8,11,6,12,0
Men's Singles - Qualifying Round 3 - Match 3,CHO Daeseong,8,11,11,7,10
Men's Singles - Qualifying Round 3 - Match 3,ZELJKO Filip,11,6,9,11,12
Men's Singles - Round of 16 - Match 3,BOLL Timo,11,11,11,0,0
Men's Singles - Round of 16 - Match 3,ALAMIYAN Noshad,5,9,4,0,0
Men's Singles - Round of 16 - Match 7,GAUZY Simon,9,11,9,11,11
Men's Singles - Round of 16 - Match 7,ACHANTA Sharath Kamal,11,8,11,7,9
Men's Singles - Round of 16 - Match 4,GIONIS Panagiotis,11,8,9,4,0
Men's Singles - Round of 16 - Match 4,LEE Sang Su,8,11,11,11,0
Men's Singles - Round of 32 - Match 11,SURAVAJJULA Snehit,5,9,5,0,0
Men's Singles - Round of 32 - Match 11,FENG Yi-Hsin,11,11,11,0,0
Men's Singles - Round of 32 - Match 16,DUDA Benedikt,13,6,8,9,0
Men's Singles - Round of 32 - Match 16,HARIMOTO Tomokazu,11,11,11,11,0
Men's Singles - Round of 32 - Match 3,JANCARIK Lubomir,3,4,9,0,0
Men's Singles - Round of 32 - Match 3,WANG Yang,11,11,11,0,0
Men's Singles - Round of 32 - Match 11,SURAVAJJULA Snehit,5,9,5,0,0
Men's Singles - Round of 32 - Match 11,FENG Yi-Hsin,11,11,11,0,0
Men's Singles - Round of 32 - Match 16,DUDA Benedikt,13,6,8,9,0
Men's Singles - Round of 32 - Match 16,HARIMOTO Tomokazu,11,11,11,11,0
Men's Singles - Round of 32 - Match 6,ALAMIYAN Noshad,11,11,11,0,0
Men's Singles - Round of 32 - Match 6,OH Junsung,8,5,9,0,0
Men's Singles - Round of 32 - Match 9,TOGAMI Shunsuke,11,11,11,0,0
Men's Singles - Round of 32 - Match 9,KARLSSON Kristian,6,7,8,0,0
Men's Singles - Round of 32 - Match 5,JANG Woojin,10,4,6,0,0
Men's Singles - Round of 32 - Match 5,BOLL Timo,12,11,11,0,0
Men's Singles - Round of 32 - Match 7,GIONIS Panagiotis,11,11,11,0,0
Men's Singles - Round of 32 - Match 7,QUEK Izaac,6,2,3,0,0
Men's Singles - Final - Match 1,BOLL Timo,8,11,11,6,8
Men's Singles - Final - Match 1,HARIMOTO Tomokazu,11,9,6,11,11
Men's Singles - Semifinal - Match 2,TOGAMI Shunsuke,11,4,2,11,7
Men's Singles - Semifinal - Match 2,HARIMOTO Tomokazu,8,11,11,7,11
Men's Singles - Semifinal - Match 1,LIN Yun-Ju,11,4,11,9,5
Men's Singles - Semifinal - Match 1,BOLL Timo,5,11,7,11,11
Men's Singles - Quarterfinal - Match 4,GAUZY Simon,11,13,9,5,9
Men's Singles - Quarterfinal - Match 4,HARIMOTO Tomokazu,2,11,11,11,11
Men's Singles - Quarterfinal - Match 1,LIN Yun-Ju,11,11,11,0,0
Men's Singles - Quarterfinal - Match 1,WANG Yang,4,4,7,0,0
Men's Singles - Quarterfinal - Match 3,TOGAMI Shunsuke,10,11,11,11,0
Men's Singles - Quarterfinal - Match 3,LIM Jonghoon,12,3,7,8,0
Men's Singles - Round of 16 - Match 6,FENG Yi-Hsin,11,10,9,8,0
Men's Singles - Round of 16 - Match 6,LIM Jonghoon,3,12,11,11,0
Men's Singles - Round of 16 - Match 5,TOGAMI Shunsuke,11,8,11,11,0
Men's Singles - Round of 16 - Match 5,KAO Cheng-Jui,6,11,8,9,0
Men's Singles - Round of 16 - Match 1,LIN Yun-Ju,11,11,11,0,0
Men's Singles - Round of 16 - Match 1,FILUS Ruwen,9,7,3,0,0
Men's Singles - Round of 16 - Match 2,WANG Yang,12,11,7,8,11
Men's Singles - Round of 16 - Match 2,FALCK Mattias,10,4,11,11,6
Men's Singles - Round of 16 - Match 8,PANG Yew En Koen,6,6,1,0,0
Men's Singles - Round of 16 - Match 8,HARIMOTO Tomokazu,11,11,11,0,0
Men's Singles - Quarterfinal - Match 2,BOLL Timo,11,11,11,11,0
Men's Singles - Quarterfinal - Match 2,LEE Sang Su,2,8,13,6,0
